,Toll,Vehicle,Type,trxtime
0,A,X14568,Tempo,2022-08-20 00:57:00
1,B,X14568,Tempo,2022-08-20 03:38:00
2,C,X14568,Tempo,2022-08-20 03:49:00
3,D,X14568,Tempo,2022-08-20 04:53:00
0,D,X14569,Truck,2022-08-20 02:46:00
1,C,X14569,Truck,2022-08-20 05:28:00
2,B,X14569,Truck,2022-08-20 05:48:00
3,A,X14569,Truck,2022-08-20 09:12:00
0,A,X14570,Car,2022-08-20 10:28:00
1,B,X14570,Car,2022-08-20 12:16:00
2,C,X14570,Car,2022-08-20 12:38:00
3,D,X14570,Car,2022-08-20 13:24:00
0,D,X14571,Truck,2022-08-20 09:04:00
1,C,X14571,Truck,2022-08-20 11:39:00
2,B,X14571,Truck,2022-08-20 12:03:00
3,A,X14571,Truck,2022-08-20 15:16:00
0,A,X14572,Truck,2022-08-20 10:54:00
1,B,X14572,Truck,2022-08-20 12:36:00
2,C,X14572,Truck,2022-08-20 12:48:00
3,D,X14572,Truck,2022-08-20 14:02:00
0,D,X14573,Car,2022-08-20 13:11:00
1,C,X14573,Car,2022-08-20 13:59:00
2,B,X14573,Car,2022-08-20 14:18:00
3,A,X14573,Car,2022-08-20 17:56:00
0,A,X14574,Tempo,2022-08-20 05:06:00
1,B,X14574,Tempo,2022-08-20 07:25:00
2,C,X14574,Tempo,2022-08-20 07:44:00
3,D,X14574,Tempo,2022-08-20 09:00:00
0,D,X14575,Tempo,2022-08-20 17:20:00
1,C,X14575,Tempo,2022-08-20 18:14:00
2,B,X14575,Tempo,2022-08-20 18:33:00
3,A,X14575,Tempo,2022-08-20 22:29:00
0,A,X14576,Car,2022-08-20 19:35:00
1,B,X14576,Car,2022-08-20 20:51:00
2,C,X14576,Car,2022-08-20 21:10:00
3,D,X14576,Car,2022-08-20 21:35:00
0,D,X14577,Tempo,2022-08-20 00:16:00
1,C,X14577,Tempo,2022-08-20 01:25:00
2,B,X14577,Tempo,2022-08-20 01:43:00
3,A,X14577,Tempo,2022-08-20 04:52:00
0,A,X14578,Car,2022-08-20 06:26:00
1,B,X14578,Car,2022-08-20 08:07:00
2,C,X14578,Car,2022-08-20 08:23:00
3,D,X14578,Car,2022-08-20 09:20:00
0,D,X14579,Car,2022-08-20 01:34:00
1,C,X14579,Car,2022-08-20 02:26:00
2,B,X14579,Car,2022-08-20 02:41:00
3,A,X14579,Car,2022-08-20 05:52:00
0,A,X14580,Tempo,2022-08-20 16:10:00
1,B,X14580,Tempo,2022-08-20 18:22:00
2,C,X14580,Tempo,2022-08-20 18:49:00
3,D,X14580,Tempo,2022-08-20 19:48:00
0,D,X14581,Tempo,2022-08-20 02:14:00
1,C,X14581,Tempo,2022-08-20 03:13:00
2,B,X14581,Tempo,2022-08-20 03:31:00
3,A,X14581,Tempo,2022-08-20 07:04:00
0,A,X14582,Tempo,2022-08-20 23:02:00
1,B,X14582,Tempo,2022-08-21 00:46:00
2,C,X14582,Tempo,2022-08-21 01:13:00
3,D,X14582,Tempo,2022-08-21 02:23:00
0,D,X14583,Car,2022-08-20 15:29:00
1,C,X14583,Car,2022-08-20 16:32:00
2,B,X14583,Car,2022-08-20 16:49:00
3,A,X14583,Car,2022-08-20 20:11:00
0,A,X14584,Truck,2022-08-20 19:17:00
1,B,X14584,Truck,2022-08-20 21:11:00
2,C,X14584,Truck,2022-08-20 21:33:00
3,D,X14584,Truck,2022-08-20 22:09:00
0,D,X14585,Tempo,2022-08-20 21:28:00
1,C,X14585,Tempo,2022-08-20 22:29:00
2,B,X14585,Tempo,2022-08-20 22:48:00
3,A,X14585,Tempo,2022-08-21 02:15:00
0,A,X14586,Car,2022-08-20 06:17:00
1,B,X14586,Car,2022-08-20 08:50:00
2,C,X14586,Car,2022-08-20 09:08:00
3,D,X14586,Car,2022-08-20 10:00:00
0,D,X14587,Car,2022-08-20 02:27:00
1,C,X14587,Car,2022-08-20 02:51:00
2,B,X14587,Car,2022-08-20 03:10:00
3,A,X14587,Car,2022-08-20 06:35:00
0,A,X14588,Truck,2022-08-20 04:37:00
1,B,X14588,Truck,2022-08-20 07:13:00
2,C,X14588,Truck,2022-08-20 07:30:00
3,D,X14588,Truck,2022-08-20 08:17:00
0,D,X14589,Truck,2022-08-20 21:22:00
1,C,X14589,Truck,2022-08-20 23:32:00
2,B,X14589,Truck,2022-08-20 23:52:00
3,A,X14589,Truck,2022-08-21 03:00:00
0,A,X14590,Tempo,2022-08-20 20:49:00
1,B,X14590,Tempo,2022-08-20 23:26:00
2,C,X14590,Tempo,2022-08-20 23:43:00
3,D,X14590,Tempo,2022-08-21 00:40:00
0,D,X14591,Car,2022-08-20 11:09:00
1,C,X14591,Car,2022-08-20 12:21:00
2,B,X14591,Car,2022-08-20 12:47:00
3,A,X14591,Car,2022-08-20 15:32:00
0,A,X14592,Tempo,2022-08-20 04:41:00
1,B,X14592,Tempo,2022-08-20 06:55:00
2,C,X14592,Tempo,2022-08-20 07:13:00
3,D,X14592,Tempo,2022-08-20 08:18:00
0,D,X14593,Truck,2022-08-20 03:06:00
1,C,X14593,Truck,2022-08-20 06:03:00
2,B,X14593,Truck,2022-08-20 06:22:00
3,A,X14593,Truck,2022-08-20 09:15:00
0,A,X14594,Tempo,2022-08-20 17:27:00
1,B,X14594,Tempo,2022-08-20 19:11:00
2,C,X14594,Tempo,2022-08-20 19:29:00
3,D,X14594,Tempo,2022-08-20 20:36:00
0,D,X14595,Truck,2022-08-20 19:53:00
1,C,X14595,Truck,2022-08-20 22:14:00
2,B,X14595,Truck,2022-08-20 22:36:00
3,A,X14595,Truck,2022-08-21 01:39:00
0,A,X14596,Tempo,2022-08-20 04:13:00
1,B,X14596,Tempo,2022-08-20 05:59:00
2,C,X14596,Tempo,2022-08-20 06:18:00
3,D,X14596,Tempo,2022-08-20 07:18:00
0,D,X14597,Tempo,2022-08-20 12:36:00
1,C,X14597,Tempo,2022-08-20 13:35:00
2,B,X14597,Tempo,2022-08-20 13:51:00
3,A,X14597,Tempo,2022-08-20 16:48:00
0,A,X14598,Car,2022-08-20 20:01:00
1,B,X14598,Car,2022-08-20 22:08:00
2,C,X14598,Car,2022-08-20 22:24:00
3,D,X14598,Car,2022-08-20 23:18:00
0,D,X14599,Car,2022-08-20 01:04:00
1,C,X14599,Car,2022-08-20 02:19:00
2,B,X14599,Car,2022-08-20 02:37:00
3,A,X14599,Car,2022-08-20 06:08:00
0,A,X14600,Car,2022-08-20 09:30:00
1,B,X14600,Car,2022-08-20 11:20:00
2,C,X14600,Car,2022-08-20 11:43:00
3,D,X14600,Car,2022-08-20 12:37:00
0,D,X14601,Tempo,2022-08-20 20:39:00
1,C,X14601,Tempo,2022-08-20 21:56:00
2,B,X14601,Tempo,2022-08-20 22:20:00
3,A,X14601,Tempo,2022-08-21 02:30:00
0,A,X14602,Truck,2022-08-20 11:05:00
1,B,X14602,Truck,2022-08-20 12:48:00
2,C,X14602,Truck,2022-08-20 13:08:00
3,D,X14602,Truck,2022-08-20 14:12:00
0,D,X14603,Truck,2022-08-20 02:04:00
1,C,X14603,Truck,2022-08-20 04:36:00
2,B,X14603,Truck,2022-08-20 04:56:00
3,A,X14603,Truck,2022-08-20 08:14:00
0,A,X14604,Truck,2022-08-20 16:46:00
1,B,X14604,Truck,2022-08-20 18:48:00
2,C,X14604,Truck,2022-08-20 19:03:00
3,D,X14604,Truck,2022-08-20 20:12:00
0,D,X14605,Truck,2022-08-20 03:32:00
1,C,X14605,Truck,2022-08-20 06:48:00
2,B,X14605,Truck,2022-08-20 06:58:00
3,A,X14605,Truck,2022-08-20 10:28:00
0,A,X14606,Truck,2022-08-20 04:55:00
1,B,X14606,Truck,2022-08-20 07:49:00
2,C,X14606,Truck,2022-08-20 08:10:00
3,D,X14606,Truck,2022-08-20 09:23:00
0,D,X14607,Truck,2022-08-20 03:07:00
1,C,X14607,Truck,2022-08-20 05:22:00
2,B,X14607,Truck,2022-08-20 05:43:00
3,A,X14607,Truck,2022-08-20 08:35:00
0,A,X14608,Tempo,2022-08-20 10:40:00
1,B,X14608,Tempo,2022-08-20 12:54:00
2,C,X14608,Tempo,2022-08-20 13:20:00
3,D,X14608,Tempo,2022-08-20 14:04:00
0,D,X14609,Car,2022-08-20 21:49:00
1,C,X14609,Car,2022-08-20 23:07:00
2,B,X14609,Car,2022-08-20 23:23:00
3,A,X14609,Car,2022-08-21 02:13:00
0,A,X14610,Tempo,2022-08-20 23:57:00
1,B,X14610,Tempo,2022-08-21 03:04:00
2,C,X14610,Tempo,2022-08-21 03:24:00
3,D,X14610,Tempo,2022-08-21 04:52:00
0,D,X14611,Tempo,2022-08-20 15:28:00
1,C,X14611,Tempo,2022-08-20 16:28:00
2,B,X14611,Tempo,2022-08-20 16:50:00
3,A,X14611,Tempo,2022-08-20 20:10:00
0,A,X14612,Tempo,2022-08-20 17:35:00
1,B,X14612,Tempo,2022-08-20 19:41:00
2,C,X14612,Tempo,2022-08-20 20:05:00
3,D,X14612,Tempo,2022-08-20 21:00:00
0,D,X14613,Tempo,2022-08-20 16:49:00
1,C,X14613,Tempo,2022-08-20 17:53:00
2,B,X14613,Tempo,2022-08-20 18:07:00
3,A,X14613,Tempo,2022-08-20 21:29:00
0,A,X14614,Truck,2022-08-20 19:10:00
1,B,X14614,Truck,2022-08-20 21:31:00
2,C,X14614,Truck,2022-08-20 21:48:00
3,D,X14614,Truck,2022-08-20 22:43:00
0,D,X14615,Tempo,2022-08-20 05:22:00
1,C,X14615,Tempo,2022-08-20 06:10:00
2,B,X14615,Tempo,2022-08-20 06:26:00
3,A,X14615,Tempo,2022-08-20 10:02:00
0,A,X14616,Truck,2022-08-20 13:32:00
1,B,X14616,Truck,2022-08-20 15:54:00
2,C,X14616,Truck,2022-08-20 16:12:00
3,D,X14616,Truck,2022-08-20 17:08:00
0,D,X14617,Car,2022-08-20 01:28:00
1,C,X14617,Car,2022-08-20 02:27:00
2,B,X14617,Car,2022-08-20 02:42:00
3,A,X14617,Car,2022-08-20 06:07:00
0,B,X14618,Tempo,2022-08-20 22:42:00
1,C,X14618,Tempo,2022-08-20 23:05:00
2,D,X14618,Tempo,2022-08-21 00:06:00
0,D,X14619,Car,2022-08-20 23:42:00
1,C,X14619,Car,2022-08-21 00:33:00
2,B,X14619,Car,2022-08-21 00:53:00
3,A,X14619,Car,2022-08-21 03:45:00
0,A,X14620,Car,2022-08-20 21:01:00
1,B,X14620,Car,2022-08-20 22:49:00
2,C,X14620,Car,2022-08-20 23:04:00
3,D,X14620,Car,2022-08-21 00:07:00
0,D,X14621,Truck,2022-08-20 11:37:00
1,C,X14621,Truck,2022-08-20 14:16:00
2,B,X14621,Truck,2022-08-20 14:31:00
3,A,X14621,Truck,2022-08-20 17:23:00
0,A,X14622,Tempo,2022-08-20 20:43:00
1,B,X14622,Tempo,2022-08-20 23:24:00
2,C,X14622,Tempo,2022-08-20 23:44:00
3,D,X14622,Tempo,2022-08-21 00:57:00
0,D,X14623,Tempo,2022-08-20 13:53:00
1,C,X14623,Tempo,2022-08-20 15:19:00
2,B,X14623,Tempo,2022-08-20 15:43:00
3,A,X14623,Tempo,2022-08-20 18:59:00
0,A,X14624,Car,2022-08-20 02:34:00
1,B,X14624,Car,2022-08-20 04:59:00
2,C,X14624,Car,2022-08-20 05:12:00
3,D,X14624,Car,2022-08-20 06:17:00
0,D,X14625,Truck,2022-08-20 23:51:00
1,C,X14625,Truck,2022-08-21 02:23:00
2,B,X14625,Truck,2022-08-21 02:41:00
3,A,X14625,Truck,2022-08-21 06:41:00
0,A,X14626,Tempo,2022-08-20 11:02:00
1,B,X14626,Tempo,2022-08-20 12:48:00
2,C,X14626,Tempo,2022-08-20 13:05:00
3,D,X14626,Tempo,2022-08-20 13:53:00
0,D,X14627,Car,2022-08-20 14:23:00
1,C,X14627,Car,2022-08-20 15:58:00
2,B,X14627,Car,2022-08-20 16:16:00
3,A,X14627,Car,2022-08-20 19:18:00
0,A,X14628,Truck,2022-08-20 20:04:00
1,B,X14628,Truck,2022-08-20 21:42:00
2,C,X14628,Truck,2022-08-20 21:58:00
3,D,X14628,Truck,2022-08-20 22:58:00
0,D,X14629,Truck,2022-08-20 03:15:00
1,C,X14629,Truck,2022-08-20 06:00:00
2,B,X14629,Truck,2022-08-20 06:22:00
3,A,X14629,Truck,2022-08-20 10:04:00
0,A,X14630,Car,2022-08-20 12:40:00
1,B,X14630,Car,2022-08-20 14:38:00
2,C,X14630,Car,2022-08-20 15:00:00
3,D,X14630,Car,2022-08-20 15:59:00
0,D,X14631,Car,2022-08-20 16:55:00
1,C,X14631,Car,2022-08-20 17:27:00
2,B,X14631,Car,2022-08-20 17:45:00
3,A,X14631,Car,2022-08-20 20:33:00
0,A,X14632,Car,2022-08-20 14:30:00
1,B,X14632,Car,2022-08-20 17:06:00
2,C,X14632,Car,2022-08-20 17:23:00
3,D,X14632,Car,2022-08-20 18:35:00
0,D,X14633,Car,2022-08-20 03:03:00
1,C,X14633,Car,2022-08-20 04:15:00
2,B,X14633,Car,2022-08-20 04:40:00
3,A,X14633,Car,2022-08-20 08:09:00
0,A,X14634,Car,2022-08-20 18:46:00
1,B,X14634,Car,2022-08-20 20:58:00
2,C,X14634,Car,2022-08-20 21:23:00
3,D,X14634,Car,2022-08-20 22:22:00
0,D,X14635,Tempo,2022-08-20 21:09:00
1,C,X14635,Tempo,2022-08-20 22:13:00
2,B,X14635,Tempo,2022-08-20 22:35:00
3,A,X14635,Tempo,2022-08-21 02:04:00
0,A,X14636,Truck,2022-08-20 05:52:00
1,B,X14636,Truck,2022-08-20 08:35:00
2,C,X14636,Truck,2022-08-20 09:03:00
3,D,X14636,Truck,2022-08-20 10:02:00
0,D,X14637,Truck,2022-08-20 01:28:00
1,C,X14637,Truck,2022-08-20 04:06:00
2,B,X14637,Truck,2022-08-20 04:25:00
3,A,X14637,Truck,2022-08-20 07:15:00
0,A,X14638,Car,2022-08-20 19:19:00
1,B,X14638,Car,2022-08-20 22:03:00
2,C,X14638,Car,2022-08-20 22:19:00
3,D,X14638,Car,2022-08-20 23:15:00
0,D,X14639,Truck,2022-08-20 11:15:00
1,C,X14639,Truck,2022-08-20 13:29:00
2,B,X14639,Truck,2022-08-20 13:47:00
3,A,X14639,Truck,2022-08-20 17:06:00
0,A,X14640,Truck,2022-08-20 10:52:00
1,B,X14640,Truck,2022-08-20 13:29:00
2,C,X14640,Truck,2022-08-20 13:55:00
3,D,X14640,Truck,2022-08-20 15:00:00
0,D,X14641,Tempo,2022-08-20 17:52:00
1,C,X14641,Tempo,2022-08-20 18:24:00
2,B,X14641,Tempo,2022-08-20 18:48:00
3,A,X14641,Tempo,2022-08-20 22:25:00
0,A,X14642,Car,2022-08-20 12:20:00
1,B,X14642,Car,2022-08-20 14:15:00
2,C,X14642,Car,2022-08-20 14:32:00
3,D,X14642,Car,2022-08-20 15:23:00
0,D,X14643,Car,2022-08-20 05:48:00
1,C,X14643,Car,2022-08-20 06:29:00
2,B,X14643,Car,2022-08-20 06:47:00
3,A,X14643,Car,2022-08-20 10:01:00
0,A,X14644,Car,2022-08-20 13:00:00
1,B,X14644,Car,2022-08-20 14:45:00
2,C,X14644,Car,2022-08-20 15:02:00
3,D,X14644,Car,2022-08-20 16:30:00
0,D,X14645,Truck,2022-08-20 19:26:00
1,C,X14645,Truck,2022-08-20 21:30:00
2,B,X14645,Truck,2022-08-20 21:53:00
3,A,X14645,Truck,2022-08-21 01:17:00
0,A,X14646,Truck,2022-08-20 19:57:00
1,B,X14646,Truck,2022-08-20 21:55:00
2,C,X14646,Truck,2022-08-20 22:09:00
3,D,X14646,Truck,2022-08-20 22:53:00
0,D,X14647,Truck,2022-08-20 20:08:00
1,C,X14647,Truck,2022-08-20 22:16:00
2,B,X14647,Truck,2022-08-20 22:34:00
3,A,X14647,Truck,2022-08-21 02:35:00
0,B,X14648,Tempo,2022-08-20 06:48:00
1,C,X14648,Tempo,2022-08-20 07:09:00
2,D,X14648,Tempo,2022-08-20 07:41:00
0,D,X14649,Truck,2022-08-20 18:36:00
1,C,X14649,Truck,2022-08-20 21:11:00
2,B,X14649,Truck,2022-08-20 21:26:00
3,A,X14649,Truck,2022-08-21 01:05:00
0,A,X14650,Truck,2022-08-20 16:50:00
1,B,X14650,Truck,2022-08-20 18:57:00
2,C,X14650,Truck,2022-08-20 19:18:00
3,D,X14650,Truck,2022-08-20 20:23:00
0,D,X14651,Tempo,2022-08-20 07:27:00
1,C,X14651,Tempo,2022-08-20 08:52:00
2,B,X14651,Tempo,2022-08-20 09:11:00
3,A,X14651,Tempo,2022-08-20 12:45:00
0,A,X14652,Car,2022-08-20 23:31:00
1,B,X14652,Car,2022-08-21 01:37:00
2,C,X14652,Car,2022-08-21 01:48:00
3,D,X14652,Car,2022-08-21 02:55:00
0,D,X14653,Car,2022-08-20 05:23:00
1,C,X14653,Car,2022-08-20 06:34:00
2,B,X14653,Car,2022-08-20 06:52:00
3,A,X14653,Car,2022-08-20 10:27:00
0,A,X14654,Truck,2022-08-20 20:02:00
1,B,X14654,Truck,2022-08-20 21:57:00
2,C,X14654,Truck,2022-08-20 22:12:00
3,D,X14654,Truck,2022-08-20 23:35:00
0,D,X14655,Truck,2022-08-20 19:10:00
1,C,X14655,Truck,2022-08-20 21:44:00
2,B,X14655,Truck,2022-08-20 22:02:00
3,A,X14655,Truck,2022-08-21 01:44:00
0,A,X14656,Car,2022-08-20 05:09:00
1,B,X14656,Car,2022-08-20 07:30:00
2,C,X14656,Car,2022-08-20 07:48:00
3,D,X14656,Car,2022-08-20 08:26:00
0,D,X14657,Tempo,2022-08-20 15:18:00
1,C,X14657,Tempo,2022-08-20 16:07:00
2,B,X14657,Tempo,2022-08-20 16:25:00
3,A,X14657,Tempo,2022-08-20 19:25:00
0,A,X14658,Tempo,2022-08-20 06:54:00
1,B,X14658,Tempo,2022-08-20 08:49:00
2,C,X14658,Tempo,2022-08-20 09:09:00
3,D,X14658,Tempo,2022-08-20 10:04:00
0,D,X14659,Tempo,2022-08-20 11:54:00
1,C,X14659,Tempo,2022-08-20 13:18:00
2,B,X14659,Tempo,2022-08-20 13:41:00
3,A,X14659,Tempo,2022-08-20 16:23:00
0,A,X14660,Truck,2022-08-20 13:05:00
1,B,X14660,Truck,2022-08-20 15:31:00
2,C,X14660,Truck,2022-08-20 15:43:00
3,D,X14660,Truck,2022-08-20 16:39:00
0,D,X14661,Tempo,2022-08-20 06:12:00
1,C,X14661,Tempo,2022-08-20 07:19:00
2,B,X14661,Tempo,2022-08-20 07:42:00
3,A,X14661,Tempo,2022-08-20 10:41:00
0,A,X14662,Tempo,2022-08-20 15:49:00
1,B,X14662,Tempo,2022-08-20 17:33:00
2,C,X14662,Tempo,2022-08-20 17:52:00
3,D,X14662,Tempo,2022-08-20 18:56:00
0,D,X14663,Car,2022-08-20 15:22:00
1,C,X14663,Car,2022-08-20 16:16:00
2,B,X14663,Car,2022-08-20 16:42:00
3,A,X14663,Car,2022-08-20 20:19:00
0,A,X14664,Tempo,2022-08-20 19:33:00
1,B,X14664,Tempo,2022-08-20 21:24:00
2,C,X14664,Tempo,2022-08-20 21:37:00
3,D,X14664,Tempo,2022-08-20 22:56:00
0,D,X14665,Tempo,2022-08-20 12:18:00
1,C,X14665,Tempo,2022-08-20 13:11:00
2,B,X14665,Tempo,2022-08-20 13:30:00
3,A,X14665,Tempo,2022-08-20 16:37:00
0,A,X14666,Tempo,2022-08-20 14:48:00
1,B,X14666,Tempo,2022-08-20 17:38:00
2,C,X14666,Tempo,2022-08-20 18:01:00
3,D,X14666,Tempo,2022-08-20 18:55:00
0,D,X14667,Truck,2022-08-20 14:53:00
1,C,X14667,Truck,2022-08-20 17:05:00
2,B,X14667,Truck,2022-08-20 17:24:00
3,A,X14667,Truck,2022-08-20 20:19:00
0,A,X14668,Tempo,2022-08-20 02:56:00
1,B,X14668,Tempo,2022-08-20 05:24:00
2,C,X14668,Tempo,2022-08-20 05:41:00
3,D,X14668,Tempo,2022-08-20 06:35:00
0,D,X14669,Car,2022-08-20 04:57:00
1,C,X14669,Car,2022-08-20 05:50:00
2,B,X14669,Car,2022-08-20 06:13:00
3,A,X14669,Car,2022-08-20 09:54:00
0,A,X14670,Tempo,2022-08-20 07:02:00
1,B,X14670,Tempo,2022-08-20 08:57:00
2,C,X14670,Tempo,2022-08-20 09:24:00
3,D,X14670,Tempo,2022-08-20 10:43:00
0,D,X14671,Tempo,2022-08-20 23:54:00
1,C,X14671,Tempo,2022-08-21 01:10:00
2,B,X14671,Tempo,2022-08-21 01:25:00
3,A,X14671,Tempo,2022-08-21 04:40:00
0,A,X14672,Car,2022-08-20 20:54:00
1,B,X14672,Car,2022-08-20 23:01:00
2,C,X14672,Car,2022-08-20 23:25:00
3,D,X14672,Car,2022-08-21 00:40:00
0,D,X14673,Truck,2022-08-20 09:24:00
1,C,X14673,Truck,2022-08-20 11:33:00
2,B,X14673,Truck,2022-08-20 11:50:00
3,A,X14673,Truck,2022-08-20 14:27:00
0,A,X14674,Truck,2022-08-20 00:27:00
1,B,X14674,Truck,2022-08-20 01:55:00
2,C,X14674,Truck,2022-08-20 02:12:00
3,D,X14674,Truck,2022-08-20 02:59:00
0,D,X14675,Truck,2022-08-20 01:31:00
1,C,X14675,Truck,2022-08-20 04:07:00
2,B,X14675,Truck,2022-08-20 04:20:00
3,A,X14675,Truck,2022-08-20 07:51:00
0,A,X14676,Car,2022-08-20 01:36:00
1,B,X14676,Car,2022-08-20 03:38:00
2,C,X14676,Car,2022-08-20 03:53:00
3,D,X14676,Car,2022-08-20 04:30:00
0,D,X14677,Car,2022-08-20 01:23:00
1,C,X14677,Car,2022-08-20 03:01:00
2,B,X14677,Car,2022-08-20 03:22:00
3,A,X14677,Car,2022-08-20 06:50:00
0,A,X14678,Tempo,2022-08-20 17:52:00
1,B,X14678,Tempo,2022-08-20 19:57:00
2,C,X14678,Tempo,2022-08-20 20:11:00
3,D,X14678,Tempo,2022-08-20 21:33:00
0,D,X14679,Truck,2022-08-20 20:18:00
1,C,X14679,Truck,2022-08-20 22:46:00
2,B,X14679,Truck,2022-08-20 23:19:00
3,A,X14679,Truck,2022-08-21 03:01:00
0,A,X14680,Tempo,2022-08-20 12:13:00
1,B,X14680,Tempo,2022-08-20 15:07:00
2,C,X14680,Tempo,2022-08-20 15:30:00
3,D,X14680,Tempo,2022-08-20 16:25:00
0,D,X14681,Truck,2022-08-20 11:07:00
1,C,X14681,Truck,2022-08-20 13:42:00
2,B,X14681,Truck,2022-08-20 14:02:00
3,A,X14681,Truck,2022-08-20 17:20:00
0,A,X14682,Truck,2022-08-20 10:12:00
1,B,X14682,Truck,2022-08-20 12:16:00
2,C,X14682,Truck,2022-08-20 12:33:00
3,D,X14682,Truck,2022-08-20 13:12:00
0,D,X14683,Car,2022-08-20 06:25:00
1,C,X14683,Car,2022-08-20 07:34:00
2,B,X14683,Car,2022-08-20 07:47:00
3,A,X14683,Car,2022-08-20 11:12:00
0,A,X14684,Truck,2022-08-20 21:29:00
1,B,X14684,Truck,2022-08-20 23:33:00
2,C,X14684,Truck,2022-08-20 23:59:00
3,D,X14684,Truck,2022-08-21 01:11:00
0,D,X14685,Truck,2022-08-20 18:05:00
1,C,X14685,Truck,2022-08-20 20:39:00
2,B,X14685,Truck,2022-08-20 20:58:00
3,A,X14685,Truck,2022-08-21 00:57:00
0,A,X14686,Car,2022-08-20 05:23:00
1,B,X14686,Car,2022-08-20 07:23:00
2,C,X14686,Car,2022-08-20 07:35:00
3,D,X14686,Car,2022-08-20 08:32:00
0,D,X14687,Tempo,2022-08-20 15:12:00
1,C,X14687,Tempo,2022-08-20 16:15:00
2,B,X14687,Tempo,2022-08-20 16:27:00
3,A,X14687,Tempo,2022-08-20 20:03:00
0,A,X14688,Car,2022-08-20 06:56:00
1,B,X14688,Car,2022-08-20 08:34:00
2,C,X14688,Car,2022-08-20 08:44:00
3,D,X14688,Car,2022-08-20 09:44:00
0,D,X14689,Tempo,2022-08-20 17:12:00
1,C,X14689,Tempo,2022-08-20 18:26:00
2,B,X14689,Tempo,2022-08-20 18:49:00
3,A,X14689,Tempo,2022-08-20 21:46:00
0,A,X14690,Car,2022-08-20 23:58:00
1,B,X14690,Car,2022-08-21 02:38:00
2,C,X14690,Car,2022-08-21 02:49:00
3,D,X14690,Car,2022-08-21 03:48:00
0,D,X14691,Truck,2022-08-20 21:54:00
1,C,X14691,Truck,2022-08-21 00:01:00
2,B,X14691,Truck,2022-08-21 00:18:00
3,A,X14691,Truck,2022-08-21 03:16:00
0,A,X14692,Tempo,2022-08-20 20:08:00
1,B,X14692,Tempo,2022-08-20 21:54:00
2,C,X14692,Tempo,2022-08-20 22:17:00
3,D,X14692,Tempo,2022-08-20 23:32:00
0,D,X14693,Tempo,2022-08-20 14:42:00
1,C,X14693,Tempo,2022-08-20 15:36:00
2,B,X14693,Tempo,2022-08-20 15:49:00
3,A,X14693,Tempo,2022-08-20 18:39:00
0,A,X14694,Tempo,2022-08-20 16:08:00
1,B,X14694,Tempo,2022-08-20 18:00:00
2,C,X14694,Tempo,2022-08-20 18:20:00
3,D,X14694,Tempo,2022-08-20 18:49:00
0,D,X14695,Tempo,2022-08-20 14:03:00
1,C,X14695,Tempo,2022-08-20 14:55:00
2,B,X14695,Tempo,2022-08-20 15:19:00
3,A,X14695,Tempo,2022-08-20 18:14:00
0,B,X14696,Truck,2022-08-20 04:24:00
1,C,X14696,Truck,2022-08-20 04:36:00
2,D,X14696,Truck,2022-08-20 05:46:00
0,D,X14697,Car,2022-08-20 22:17:00
1,C,X14697,Car,2022-08-20 23:15:00
2,B,X14697,Car,2022-08-20 23:36:00
3,A,X14697,Car,2022-08-21 02:31:00
0,B,X14698,Tempo,2022-08-20 15:29:00
1,C,X14698,Tempo,2022-08-20 15:48:00
2,D,X14698,Tempo,2022-08-20 16:35:00
0,D,X14699,Truck,2022-08-20 04:01:00
1,C,X14699,Truck,2022-08-20 06:52:00
2,B,X14699,Truck,2022-08-20 07:07:00
3,A,X14699,Truck,2022-08-20 10:41:00
0,A,X14700,Tempo,2022-08-20 04:02:00
1,B,X14700,Tempo,2022-08-20 06:35:00
2,C,X14700,Tempo,2022-08-20 06:48:00
3,D,X14700,Tempo,2022-08-20 07:26:00
0,D,X14701,Tempo,2022-08-20 21:22:00
1,C,X14701,Tempo,2022-08-20 21:55:00
2,B,X14701,Tempo,2022-08-20 22:17:00
3,A,X14701,Tempo,2022-08-21 01:05:00
0,A,X14702,Tempo,2022-08-20 21:25:00
1,B,X14702,Tempo,2022-08-21 00:01:00
2,C,X14702,Tempo,2022-08-21 00:21:00
3,D,X14702,Tempo,2022-08-21 01:28:00
0,D,X14703,Truck,2022-08-20 18:06:00
1,C,X14703,Truck,2022-08-20 20:59:00
2,B,X14703,Truck,2022-08-20 21:08:00
3,A,X14703,Truck,2022-08-21 00:34:00
0,A,X14704,Truck,2022-08-20 04:10:00
1,B,X14704,Truck,2022-08-20 06:13:00
2,C,X14704,Truck,2022-08-20 06:32:00
3,D,X14704,Truck,2022-08-20 07:32:00
0,D,X14705,Car,2022-08-20 04:22:00
1,C,X14705,Car,2022-08-20 05:15:00
2,B,X14705,Car,2022-08-20 05:34:00
3,A,X14705,Car,2022-08-20 09:08:00
0,B,X14706,Car,2022-08-20 05:14:00
1,C,X14706,Car,2022-08-20 05:37:00
2,D,X14706,Car,2022-08-20 06:34:00
0,D,X14707,Truck,2022-08-20 16:14:00
1,C,X14707,Truck,2022-08-20 18:30:00
2,B,X14707,Truck,2022-08-20 18:41:00
3,A,X14707,Truck,2022-08-20 21:25:00
0,B,X14708,Car,2022-08-20 04:07:00
1,C,X14708,Car,2022-08-20 04:22:00
2,D,X14708,Car,2022-08-20 05:23:00
